# Time(ns) B(a.u.) 
3408.74 0.000568308
3410.01 0.000356585
3411.24 0.000174517
3412.51 -6.59391e-07
3413.74 -0.000251978
3415.01 -0.00031975
3416.24 -0.000513292
3417.51 -0.00067607
3418.74 -0.000813351
3420.01 -0.000948251
3421.24 -0.00111426
3422.51 -0.00117614
3423.74 -0.00138029
3425.01 -0.00144348
3426.24 -0.00154665
3427.51 -0.00162414
3428.74 -0.00184241
3430.01 -0.00186585
3431.24 -0.0019822
3432.51 -0.00199907
3433.74 -0.00216081
3435.01 -0.00224774
3436.24 -0.00238142
3437.51 -0.00236113
3438.74 -0.00247722
3440.01 -0.00252415
3441.24 -0.00256147
3442.51 -0.00258256
3443.74 -0.00271978
3445.01 -0.00262483
3446.24 -0.00269238
3447.51 -0.00277373
3448.74 -0.00278935
3450.01 -0.00293529
3451.24 -0.00296027
3452.51 -0.00292906
3453.74 -0.00307673
3455.01 -0.00301895
3456.24 -0.00298662
3457.51 -0.00294882
3458.74 -0.00298786
3460.01 -0.00292396
3461.24 -0.00286336
3462.51 -0.00281492
3463.74 -0.00284367
3465.01 -0.00285034
3466.24 -0.00293265
3467.51 -0.00280468
3468.74 -0.0027508
3470.01 -0.00273486
3471.24 -0.00272015
3472.51 -0.00264281
3473.74 -0.00266707
3475.01 -0.00255152
3476.24 -0.00247207
3477.51 -0.00241474
3478.74 -0.0023356
3480.01 -0.0022228
3481.24 -0.00215989
3482.51 -0.0020346
3483.74 -0.00203369
3485.01 -0.00192625
3486.24 -0.00186023
3487.51 -0.00171536
3488.74 -0.00168607
3490.01 -0.00157699
3491.24 -0.00150072
3492.51 -0.00141041
3493.74 -0.00131286
3495.01 -0.00119552
3496.24 -0.00109251
3497.51 -0.000871997
3498.74 -0.000799345
3500.01 -0.00074874
3501.24 -0.000572527
3502.51 -0.000464514
3503.74 -0.000405647
3505.01 -0.000309957
3506.24 -0.000198931
3507.51 2.36373e-05
3508.74 0.000192994
3510.01 0.000415766
3511.24 0.000524777
3512.51 0.000731345
3513.74 0.000906298
3515.01 0.00104295
3516.24 0.00123598
3517.51 0.00133272
3518.74 0.00133167
3520.01 0.00153293
3521.24 0.0016352
3522.51 0.00174309
3523.74 0.00181889
3525.01 0.00194915
3526.24 0.00198683
3527.51 0.00222098
3528.74 0.00227627
3530.01 0.00238688
3531.24 0.00258183
3532.51 0.00273463
3533.74 0.00282591
3535.01 0.0029211
3536.24 0.00302508
3537.51 0.00312585
3538.74 0.00317988
3540.01 0.0032638
3541.24 0.00332553
3542.51 0.00342218
3543.74 0.00345566
3545.01 0.0034726
3546.24 0.00356371
3547.51 0.00363097
3548.74 0.00368119
3550.01 0.00367414
3551.24 0.00370805
3552.51 0.00372891
3553.74 0.00375884
3555.01 0.00371572
3556.24 0.00369704
3557.51 0.00375786
3558.74 0.00367095
3560.01 0.0036177
3561.24 0.00355697
3562.51 0.00364678
3563.74 0.00355394
3565.01 0.00354723
3566.24 0.00344853
3567.51 0.00341666
3568.74 0.0032931
3570.01 0.00325885
3571.24 0.00318424
3572.51 0.00312471
3573.74 0.003028
3575.01 0.00296021
3576.24 0.00287721
3577.51 0.00289185
3578.74 0.00272107
3580.01 0.00272596
3581.24 0.00256415
3582.51 0.00251195
3583.74 0.00244542
3585.01 0.00232685
3586.24 0.00223033
3587.51 0.00223682
3588.74 0.00199472
3590.01 0.00193027
3591.24 0.00172832
3592.51 0.00155621
3593.74 0.00137065
3595.01 0.00140428
3596.24 0.00114284
3597.51 0.000974941
3598.74 0.000818849
3600.01 0.000678926
3601.24 0.000537139
3602.51 0.000498726
3603.74 0.00022385
3605.01 -1.05074e-05
3606.24 -0.000110096
3607.51 -0.000306631
3608.74 -0.000537792
3610.01 -0.000630359
3611.24 -0.000780167
3612.51 -0.000850138
3613.74 -0.000955746
3615.01 -0.00111568
3616.24 -0.00126268
3617.51 -0.00134159
3618.74 -0.0015882
3620.01 -0.00173363
3621.24 -0.00191703
3622.51 -0.00209743
3623.74 -0.00227588
3625.01 -0.00234059
3626.24 -0.00246006
3627.51 -0.00262696
3628.74 -0.00270461
3630.01 -0.00278029
3631.24 -0.00296275
3632.51 -0.00300469
3633.74 -0.00317763
3635.01 -0.00323327
3636.24 -0.00327138
3637.51 -0.00331652
3638.74 -0.00346603
3640.01 -0.00350454
3641.24 -0.00369769
3642.51 -0.00373139
3643.74 -0.00378281
3645.01 -0.00382246
3646.24 -0.00384547
3647.51 -0.00374924
3648.74 -0.00383324
3650.01 -0.00379453
3651.24 -0.00380643
3652.51 -0.00381594
3653.74 -0.00393216
3655.01 -0.00389288
3656.24 -0.0038846
3657.51 -0.00386389
3658.74 -0.00378339
3660.01 -0.00375569
3661.24 -0.00378195
3662.51 -0.00362517
3663.74 -0.00361717
3665.01 -0.00360912
3666.24 -0.00345088
3667.51 -0.00333222
3668.74 -0.00333646
3670.01 -0.00318842
3671.24 -0.00313839
3672.51 -0.00306138
3673.74 -0.00304911
3675.01 -0.00293668
3676.24 -0.00282028
3677.51 -0.00263002
3678.74 -0.00250484
3680.01 -0.00236163
3681.24 -0.00217897
3682.51 -0.00206033
3683.74 -0.00202059
3685.01 -0.00184242
3686.24 -0.00170218
3687.51 -0.00154462
3688.74 -0.00142298
3690.01 -0.00123969
3691.24 -0.00115957
3692.51 -0.000935312
3693.74 -0.000839143
3695.01 -0.000715792
3696.24 -0.000604638
3697.51 -0.00038009
3698.74 -0.000305704
3700.01 -0.000121843
3701.24 -5.34981e-05
3702.51 6.1149e-05
3703.74 0.000126685
3705.01 0.000271764
3706.24 0.0003943
3707.51 0.000560831
3708.74 0.000655744
3710.01 0.000770576
3711.24 0.000888385
3712.51 0.00102988
3713.74 0.0010584
3715.01 0.00127077
3716.24 0.00135909
3717.51 0.00148181
3718.74 0.00158253
3720.01 0.00176078
3721.24 0.00175115
3722.51 0.00185855
3723.74 0.0019051
3725.01 0.00192998
3726.24 0.00193475
3727.51 0.00202647
3728.74 0.00199729
3730.01 0.00201255
3731.24 0.00212576
3732.51 0.002267
3733.74 0.00226062
3735.01 0.00232468
3736.24 0.00224028
3737.51 0.00236293
3738.74 0.00232725
3740.01 0.00240219
3741.24 0.00235097
3742.51 0.00235728
3743.74 0.00232897
3745.01 0.00235522
3746.24 0.00230068
3747.51 0.00227902
3748.74 0.00225004
3750.01 0.00224978
3751.24 0.00215386
3752.51 0.00220113
3753.74 0.00208653
3755.01 0.00204611
3756.24 0.00198693
3757.51 0.00192769
3758.74 0.00187083
3760.01 0.00183638
3761.24 0.00171301
3762.51 0.00167142
3763.74 0.0016071
3765.01 0.00155642
3766.24 0.00148502
3767.51 0.00144639
3768.74 0.00135118
3770.01 0.00129181
3771.24 0.00109944
3772.51 0.00111985
3773.74 0.00103357
3775.01 0.000973314
3776.24 0.000848614
3777.51 0.000785428
3778.74 0.000674492
3780.01 0.000625733
3781.24 0.000527066
3782.51 0.000587968
3783.74 0.000450056
3785.01 0.000311574
3786.24 0.000215496
3787.51 0.000189832
3788.74 5.86104e-05
3790.01 2.17866e-05
3791.24 -0.000105702
3792.51 -0.000145556
3793.74 -0.000179941
3795.01 -0.000314839
3796.24 -0.000463482
3797.51 -0.000403102
3798.74 -0.000542547
3800.01 -0.000602225
3801.24 -0.000702644
3802.51 -0.000655051
3803.74 -0.000808851
3805.01 -0.000858294
3806.24 -0.000900698
3807.51 -0.000979629
3808.74 -0.00109128
3810.01 -0.00112423
3811.24 -0.00115564
3812.51 -0.00111142
3813.74 -0.00128398
3815.01 -0.00128782
3816.24 -0.00133983
3817.51 -0.00134517
3818.74 -0.00146296
3820.01 -0.00143293
3821.24 -0.00149258
3822.51 -0.0015051
3823.74 -0.00152951
3825.01 -0.00168758
3826.24 -0.00167174
3827.51 -0.00159534
3828.74 -0.00164342
3830.01 -0.00166044
3831.24 -0.00164944
3832.51 -0.00162304
3833.74 -0.00162058
3835.01 -0.00157635
3836.24 -0.00163442
3837.51 -0.00162372
3838.74 -0.00161609
3840.01 -0.0015349
3841.24 -0.00164379
3842.51 -0.00154034
3843.74 -0.0015983
3845.01 -0.00153663
3846.24 -0.00155078
3847.51 -0.00149727
3848.74 -0.00153321
3850.01 -0.00146907
3851.24 -0.00142002
3852.51 -0.00133094
3853.74 -0.00133401
3855.01 -0.00124641
3856.24 -0.00126166
3857.51 -0.00111624
3858.74 -0.00116497
3860.01 -0.00107961
3861.24 -0.00109344
3862.51 -0.000956662
3863.74 -0.000928465
3865.01 -0.000796855
3866.24 -0.000793106
3867.51 -0.000740338
3868.74 -0.000748078
3870.01 -0.000613089
3871.24 -0.000597939
3872.51 -0.000467437
3873.74 -0.000409587
3875.01 -0.000362934
3876.24 -0.000313915
3877.51 -0.000235371
3878.74 -0.000224045
3880.01 -0.000159432
3881.24 -0.000135837
3882.51 -4.58007e-05
3883.74 0.000100645
3885.01 0.000121043
3886.24 0.000179743
3887.51 0.000371032
3888.74 0.000326873
3890.01 0.000497023
3891.24 0.00056315
3892.51 0.000667489
3893.74 0.000632884
3895.01 0.000770867
3896.24 0.000767948
3897.51 0.000834518
3898.74 0.000900131
3900.01 0.000911733
3901.24 0.000881798
3902.51 0.00101459
3903.74 0.00100169
3905.01 0.0011137
3906.24 0.00115071
3907.51 0.00124769
3908.74 0.0012784
3910.01 0.00133799
3911.24 0.00133516
3912.51 0.00143719
3913.74 0.00150017
3915.01 0.00148146
3916.24 0.00152994
3917.51 0.00169276
3918.74 0.00172062
3920.01 0.00180077
3921.24 0.00188632
3922.51 0.0019329
3923.74 0.00187727
3925.01 0.0019811
3926.24 0.0020015
3927.51 0.00210242
3928.74 0.00209736
3930.01 0.00214041
3931.24 0.00211238
3932.51 0.00215126
3933.74 0.00211464
3935.01 0.00214061
3936.24 0.0021437
3937.51 0.00219399
3938.74 0.00213854
3940.01 0.00214932
3941.24 0.00212285
3942.51 0.0021173
3943.74 0.0021146
3945.01 0.00206696
3946.24 0.00202031
3947.51 0.00204991
3948.74 0.00197327
3950.01 0.00190498
3951.24 0.00188044
3952.51 0.00188669
3953.74 0.00170928
3955.01 0.00171737
3956.24 0.00170159
3957.51 0.00158884
3958.74 0.00149437
3960.01 0.00142572
3961.24 0.00128162
3962.51 0.00134137
3963.74 0.0011436
3965.01 0.00103364
3966.24 0.000881726
3967.51 0.000873838
3968.74 0.000809115
3970.01 0.00076667
3971.24 0.000568491
3972.51 0.00051916
3973.74 0.000388825
3975.01 0.000251451
3976.24 0.000117699
3977.51 0.000133275
3978.74 1.44883e-05
3980.01 -3.45117e-05
3981.24 -0.000204811
3982.51 -0.00032029
3983.74 -0.000515146
3985.01 -0.00044048
3986.24 -0.000534342
3987.51 -0.000642908
3988.74 -0.000774129
3990.01 -0.000847411
3991.24 -0.000966731
3992.51 -0.000934821
3993.74 -0.00117796
3995.01 -0.00119928
3996.24 -0.00130626
3997.51 -0.00134194
3998.74 -0.00140799
4000.01 -0.00143513
4001.24 -0.00153398
4002.51 -0.00157321
4003.74 -0.00163045
4005.01 -0.00169105
4006.24 -0.00177869
4007.51 -0.00169802
4008.74 -0.0018118
4010.01 -0.00180531
4011.24 -0.00189139
4012.51 -0.00187199
4013.74 -0.00193267
4015.01 -0.00194847
4016.24 -0.00200179
4017.51 -0.00210262
4018.74 -0.00216479
4020.01 -0.00210024
4021.24 -0.00209266
4022.51 -0.00207507
4023.74 -0.00209514
4025.01 -0.00205735
4026.24 -0.00196442
4027.51 -0.00187694
4028.74 -0.00191941
4030.01 -0.00193982
4031.24 -0.0019302
4032.51 -0.00183896
4033.74 -0.00179109
4035.01 -0.00176309
4036.24 -0.0017841
4037.51 -0.00172119
4038.74 -0.00165454
4040.01 -0.00163346
4041.24 -0.00155739
4042.51 -0.00144825
4043.74 -0.00147997
4045.01 -0.0013217
4046.24 -0.00140254
4047.51 -0.0013189
4048.74 -0.00123418
4050.01 -0.00121746
4051.24 -0.00112384
4052.51 -0.00104548
4053.74 -0.00105052
4055.01 -0.000957346
4056.24 -0.000818196
4057.51 -0.000737678
4058.74 -0.000725223
4060.01 -0.000601617
4061.24 -0.000524272
4062.51 -0.000407924
4063.74 -0.000375701
4065.01 -0.000300538
4066.24 -0.000348282
4067.51 -0.000179664
4068.74 -0.000135191
4070.01 -9.36001e-05
4071.24 -2.97262e-05
4072.51 9.97023e-05
4073.74 0.000166958
4075.01 0.000273734
4076.24 0.000298733
4077.51 0.000396012
4078.74 0.000450333
4080.01 0.000574864
4081.24 0.000561434
4082.51 0.000696146
4083.74 0.000722921
4085.01 0.000802312
4086.24 0.000857762
4087.51 0.000903692
4088.74 0.000880859
4090.01 0.000976751
4091.24 0.00101317
4092.51 0.00110622
4093.74 0.00112273
4095.01 0.0011874
4096.24 0.00112785
4097.51 0.00123106
4098.74 0.00128226
4100.01 0.0013119
4101.24 0.00126537
4102.51 0.00140552
4103.74 0.00129547
4105.01 0.0014465
4106.24 0.00150339
4107.51 0.00152471
4108.74 0.00155119
4110.01 0.00158794
4111.24 0.00156346
4112.51 0.00159328
4113.74 0.00156028
4115.01 0.00153259
4116.24 0.00160416
4117.51 0.0016803
4118.74 0.00156303
4120.01 0.00160337
4121.24 0.00159786
4122.51 0.00164315
4123.74 0.00155049
4125.01 0.00157983
4126.24 0.0014873
4127.51 0.00151991
4128.74 0.00149928
4130.01 0.0014563
4131.24 0.00144261
4132.51 0.00141581
4133.74 0.00137136
4135.01 0.00147782
4136.24 0.00134644
4137.51 0.00129764
4138.74 0.00129319
4140.01 0.00130945
4141.24 0.00125213
4142.51 0.00131654
4143.74 0.0011635
4145.01 0.00119485
4146.24 0.00112677
4147.51 0.00116021
4148.74 0.00111212
4150.01 0.00114319
4151.24 0.00109105
4152.51 0.00104375
4153.74 0.00100585
4155.01 0.000967495
4156.24 0.000899447
4157.51 0.000953824
4158.74 0.000831657
4160.01 0.000849709
4161.24 0.000817284
4162.51 0.000810558
4163.74 0.000717048
4165.01 0.000742952
4166.24 0.000655297
4167.51 0.000684785
4168.74 0.000625161
4170.01 0.000543901
4171.24 0.000449484
4172.51 0.000427757
4173.74 0.000377187
4175.01 0.000407488
4176.24 0.00043973
4177.51 0.000372419
4178.74 0.000278577
4180.01 0.000244728
4181.24 0.000273828
4182.51 0.00025888
4183.74 0.000194342
4185.01 0.000181001
4186.24 9.23134e-05
4187.51 0.000116943
4188.74 -1.91562e-05
4190.01 4.54383e-05
4191.24 3.16731e-05
4192.51 -1.81215e-05
4193.74 -7.79122e-05
4195.01 1.45268e-05
4196.24 -8.00922e-05
4197.51 -0.000173159
4198.74 -0.000156031
4200.01 -0.000145352
4201.24 -0.000192578
4202.51 -9.25087e-05
4203.74 -0.000232211
4205.01 -0.000296435
4206.24 -0.000336659
4207.51 -0.00028243
4208.74 -0.00029577
4210.01 -0.000343108
4211.24 -0.000376088
4212.51 -0.000314173
4213.74 -0.000415813
4215.01 -0.000393272
4216.24 -0.000505461
4217.51 -0.000420599
4218.74 -0.000460362
4220.01 -0.000418751
4221.24 -0.000498923
4222.51 -0.00048695
4223.74 -0.000589143
4225.01 -0.000446577
4226.24 -0.000457734
4227.51 -0.000461006
4228.74 -0.000485488
4230.01 -0.00041888
4231.24 -0.000487669
4232.51 -0.000365815
4233.74 -0.000472054
4235.01 -0.000402492
4236.24 -0.000383497
4237.51 -0.000325351
4238.74 -0.000398593
4240.01 -0.000415868
4241.24 -0.000419268
4242.51 -0.000349907
4243.74 -0.000305212
4245.01 -0.000341352
4246.24 -0.000372966
4247.51 -0.00021257
4248.74 -0.000276259
4250.01 -0.0002549
4251.24 -0.00026848
4252.51 -0.0002304
4253.74 -0.000169261
4255.01 -0.000101525
4256.24 -8.73351e-05
4257.51 -0.000107881
4258.74 -9.54463e-05
4260.01 -3.50644e-06
4261.24 -3.51754e-05
4262.51 6.38779e-05
4263.74 8.01374e-05
4265.01 0.000135438
4266.24 0.000105894
4267.51 0.000186286
4268.74 0.000212116
4270.01 0.000384208
4271.24 0.000378406
4272.51 0.000430695
4273.74 0.000329092
4275.01 0.000396994
4276.24 0.000474557
4277.51 0.000631203
4278.74 0.00061561
4280.01 0.000705223
4281.24 0.000747698
4282.51 0.000868479
4283.74 0.000807157
4285.01 0.000811443
4286.24 0.000788087
4287.51 0.000843058
4288.74 0.000896157
4290.01 0.000916059
4291.24 0.000960197
4292.51 0.000978583
4293.74 0.000951755
4295.01 0.00101461
4296.24 0.00105279
4297.51 0.001114
4298.74 0.00108394
4300.01 0.001071
4301.24 0.00109242
4302.51 0.00114838
4303.74 0.00115328
4305.01 0.00113489
4306.24 0.00111831
4307.51 0.00119718
4308.74 0.00111799
4310.01 0.00115687
4311.24 0.00111095
4312.51 0.00114885
4313.74 0.00107117
4315.01 0.00117172
4316.24 0.00117939
4317.51 0.00119569
4318.74 0.00119596
4320.01 0.00112196
4321.24 0.000998185
4322.51 0.00111296
4323.74 0.00105225
4325.01 0.000981243
4326.24 0.000924023
4327.51 0.000981484
4328.74 0.000960291
4330.01 0.000911053
4331.24 0.000900372
4332.51 0.000906432
4333.74 0.000899523
4335.01 0.000897601
4336.24 0.000807305
4337.51 0.000781513
4338.74 0.000703042
4340.01 0.000746796
4341.24 0.000734693
4342.51 0.000711153
4343.74 0.000601179
4345.01 0.000632902
4346.24 0.000608866
4347.51 0.000633992
4348.74 0.000515003
4350.01 0.000515852
4351.24 0.000407377
4352.51 0.00046059
4353.74 0.000352354
4355.01 0.000313645
4356.24 0.000255592
4357.51 0.000271408
4358.74 0.000225752
4360.01 0.000161287
4361.24 0.000151383
4362.51 7.88994e-05
4363.74 3.61075e-05
4365.01 4.45698e-05
4366.24 -1.92116e-05
4367.51 -4.28802e-05
4368.74 -0.000144372
4370.01 -0.000165602
4371.24 -0.000278642
4372.51 -0.000216967
4373.74 -0.000294606
4375.01 -0.000220663
4376.24 -0.000248839
4377.51 -0.000259593
4378.74 -0.000311531
4380.01 -0.000338931
4381.24 -0.000459232
4382.51 -0.000382758
4383.74 -0.000375848
4385.01 -0.000389336
4386.24 -0.000437154
4387.51 -0.000407831
4388.74 -0.000488612
4390.01 -0.000505332
4391.24 -0.000507844
4392.51 -0.00048695
4393.74 -0.000496925
4395.01 -0.000482552
4396.24 -0.000472832
4397.51 -0.000436932
4398.74 -0.000414446
4400.01 -0.000446392
4401.24 -0.00055195
4402.51 -0.000369585
4403.74 -0.000443898
4405.01 -0.000377252
4406.24 -0.000375017
4407.51 -0.000387673
4408.74 -0.00040057
4410.01 -0.000408367
4411.24 -0.000354341
4412.51 -0.000323633
4413.74 -0.000286754
4415.01 -0.000323522
4416.24 -0.000261552
4417.51 -0.000252128
4418.74 -0.000282319
4420.01 -0.000240654
4421.24 -0.000247343
4422.51 -0.000213697
4423.74 -0.000170924
4425.01 -0.000158655
4426.24 -0.000193373
4427.51 -8.09977e-05
4428.74 -0.000101821
4430.01 -2.55861e-05
4431.24 -3.80207e-06
4432.51 3.83801e-05
4433.74 -1.9304e-05
4435.01 0.000116019
4436.24 0.000166017
4437.51 0.000137267
4438.74 0.000177029
4440.01 0.000231092
4441.24 0.000179154
4442.51 0.000284175
4443.74 0.000239203
4445.01 0.000287483
4446.24 0.000265551
4447.51 0.000408671
4448.74 0.000352299
4450.01 0.000445088
4451.24 0.000488822
4452.51 0.000508907
4453.74 0.000484979
4455.01 0.000482856
4456.24 0.000517962
4457.51 0.000567088
4458.74 0.000660083
4460.01 0.000661156
4461.24 0.000563061
4462.51 0.000646519
4463.74 0.000652562
4465.01 0.000711779
4466.24 0.000722832
4467.51 0.000711113
4468.74 0.000720963
4470.01 0.000764328
4471.24 0.000724454
4472.51 0.000793244
4473.74 0.000739976
4475.01 0.000772252
4476.24 0.000814379
4477.51 0.000891559
4478.74 0.000789253
4480.01 0.00081669
4481.24 0.000873431
4482.51 0.000863233
4483.74 0.000845829
4485.01 0.000907152
4486.24 0.000849154
4487.51 0.000922968
4488.74 0.000916778
4490.01 0.000891576
4491.24 0.000826522
4492.51 0.000862312
4493.74 0.000779202
4495.01 0.000845181
4496.24 0.000842299
4497.51 0.000805807
4498.74 0.000822343
4500.01 0.00078574
4501.24 0.000767859
4502.51 0.000807599
4503.74 0.000736852
4505.01 0.000759783
4506.24 0.000787461
4507.51 0.000734617
4508.74 0.000652379
4510.01 0.00067481
4511.24 0.000593197
4512.51 0.000614891
4513.74 0.000540335
4515.01 0.00053958
4516.24 0.000541242
4517.51 0.000637264
4518.74 0.000531834
4520.01 0.000503012
4521.24 0.000426297
4522.51 0.000465784
4523.74 0.000457448
4525.01 0.000430104
4526.24 0.000423156
4527.51 0.00034622
4528.74 0.000370572
4530.01 0.000398527
4531.24 0.000337628
4532.51 0.000338644
4533.74 0.000249457
4535.01 0.000279186
4536.24 0.000287501
4537.51 0.000231905
4538.74 0.000196836
4540.01 0.00023414
4541.24 0.000218583
4542.51 0.000216883
4543.74 0.000152751
4545.01 0.000146007
4546.24 0.000108998
4547.51 0.000145508
4548.74 8.68627e-05
4550.01 1.96265e-06
4551.24 -1.31143e-05
4552.51 1.41942e-05
4553.74 -3.08519e-05
4555.01 1.9885e-05
4556.24 6.71668e-05
4557.51 -4.25661e-05
4558.74 -5.03446e-05
4560.01 -4.09401e-05
4561.24 -0.000122496
4562.51 -2.35536e-05
4563.74 -0.000125637
4565.01 -8.90164e-05
4566.24 -0.000112925
4567.51 -7.81522e-05
4568.74 -0.00016381
4570.01 -0.000103595
4571.24 -0.000121979
4572.51 -7.721e-05
4573.74 -0.000130035
4575.01 -0.000106736
4576.24 -0.000118025
4577.51 -8.75751e-05
4578.74 -0.000214898
4580.01 -0.000195072
4581.24 -0.000283372
4582.51 -0.000172956
4583.74 -0.000280841
4585.01 -0.000199655
4586.24 -0.000194814
4587.51 -0.000240839
4588.74 -0.000268295
4590.01 -0.000359478
4591.24 -0.000297452
4592.51 -0.000297766
4593.74 -0.000376015
4595.01 -0.000378084
4596.24 -0.00042677
4597.51 -0.000405208
4598.74 -0.000421725
4600.01 -0.000449475
4601.24 -0.000371118
4602.51 -0.000382093
4603.74 -0.000416497
4605.01 -0.000441939
4606.24 -0.000437782
4607.51 -0.000361436
4608.74 -0.000395175
4610.01 -0.000437246
4611.24 -0.000413818
4612.51 -0.000394472
4613.74 -0.000421966
4615.01 -0.000413005
4616.24 -0.000413947
4617.51 -0.00047625
4618.74 -0.00049347
4620.01 -0.000482034
4621.24 -0.000555164
4622.51 -0.000430797
4623.74 -0.000461247
4625.01 -0.000445099
4626.24 -0.000429985
4627.51 -0.000388837
4628.74 -0.000461913
4630.01 -0.000457498
4631.24 -0.000368088
4632.51 -0.000352493
4633.74 -0.000368365
4635.01 -0.000333518
4636.24 -0.00036988
4637.51 -0.000260572
4638.74 -0.000217411
4640.01 -0.00023465
4641.24 -0.000265783
4642.51 -0.000235204
4643.74 -0.00028206
4645.01 -0.000115567
4646.24 -0.0001159
4647.51 -0.000115124
4648.74 -0.000195017
4650.01 -8.93672e-05
4651.24 -0.000117119
4652.51 -4.57256e-05
4653.74 -8.91456e-05
4655.01 4.27037e-05
4656.24 6.29724e-05
4657.51 0.000120491
4658.74 8.79715e-05
4660.01 8.87474e-05
4661.24 0.000135032
4662.51 0.000173297
4663.74 0.000208347
4665.01 0.000183662
4666.24 0.000133387
4667.51 0.000244728
4668.74 0.000258067
4670.01 0.000331309
4671.24 0.000330958
4672.51 0.0003923
4673.74 0.000391321
4675.01 0.000420866
4676.24 0.000420828
4677.51 0.00039958
4678.74 0.000412976
4680.01 0.000507651
4681.24 0.000461439
4682.51 0.00059427
4683.74 0.000524943
4685.01 0.000534923
4686.24 0.000595727
4687.51 0.000619784
4688.74 0.000589152
4690.01 0.000608754
4691.24 0.000594694
4692.51 0.00063721
4693.74 0.000577823
4695.01 0.00056585
4696.24 0.000486847
4697.51 0.000552031
4698.74 0.000608312
4700.01 0.000542292
4701.24 0.000545287
4702.51 0.000523852
4703.74 0.00043415
4705.01 0.000479419
4706.24 0.000524076
4707.51 0.000507334
4708.74 0.000485126
4710.01 0.000454883
4711.24 0.000352354
4712.51 0.000470695
4713.74 0.00041778
4715.01 0.000393815
4716.24 0.000381898
4717.51 0.000383321
4718.74 0.00034088
4720.01 0.000381436
4721.24 0.000393446
4722.51 0.000327835
4723.74 0.000356049
4725.01 0.000320999
4726.24 0.000284212
4727.51 0.000361094
4728.74 0.000281514
4730.01 0.000255832
4731.24 0.000236579
4732.51 0.00020528
4733.74 0.000233364
4735.01 0.00024931
4736.24 0.000213409
4737.51 0.000197113
4738.74 0.000194988
4740.01 0.000192346
4741.24 0.000153287
4742.51 0.000224218
4743.74 0.000171523
4745.01 0.000170581
4746.24 0.0001017
4747.51 0.000142348
4748.74 8.46089e-05
4750.01 0.000127825
4751.24 0.000204541
4752.51 0.000100406
4753.74 7.94907e-05
4755.01 4.67871e-05
4756.24 7.06036e-05
4757.51 0.000139688
4758.74 0.000128713
4760.01 0.0001
4761.24 0.000111901
4762.51 0.000127328
4763.74 0.000154582
4765.01 0.00011179
4766.24 0.000111549
4767.51 0.000123467
4768.74 0.000122395
4770.01 0.000178971
4771.24 9.45511e-05
4772.51 0.000180227
4773.74 0.000195766
4775.01 0.000136899
4776.24 0.000150221
4777.51 0.00021003
4778.74 0.000119291
4780.01 0.000159386
4781.24 0.00012112
4782.51 0.00012173
4783.74 0.000136549
4785.01 0.000135643
4786.24 0.000102902
4787.51 0.00016406
4788.74 0.000187581
4790.01 0.000218511
4791.24 0.000185808
4792.51 0.000165206
4793.74 0.000189022
4795.01 0.000271114
4796.24 0.00015157
4797.51 0.000224423
4798.74 0.000287651
4800.01 0.000302229
4801.24 0.00026376
4802.51 0.000282477
4803.74 0.000208589
4805.01 0.000229819
4806.24 0.000282071
4807.51 0.000229154
4808.74 0.000217384
4810.01 0.000229782
4811.24 0.000177179
4812.51 0.00020057
4813.74 0.000133352
4815.01 9.34423e-05
4816.24 6.03137e-05
4817.51 0.00017764
4818.74 0.000187858
4820.01 0.000125998
4821.24 0.00013265
4822.51 0.000185124
4823.74 7.21571e-05
4825.01 0.000187858
4826.24 0.0001039
4827.51 8.74191e-05
4828.74 8.97655e-05
4830.01 7.91783e-05
4831.24 -1.49788e-05
4832.51 6.01474e-05
4833.74 -3.34186e-05
4835.01 3.31899e-05
4836.24 -3.14231e-05
4837.51 6.60414e-05
4838.74 -1.76395e-05
4840.01 -9.21413e-06
4841.24 1.93508e-05
4842.51 -4.19918e-05
4843.74 -4.50405e-05
4845.01 -5.69023e-05
4846.24 -0.000133285
4847.51 6.73348e-05
4848.74 -3.53217e-05
4850.01 -8.64466e-05
4851.24 -9.62579e-05
4852.51 -7.7707e-05
4853.74 -0.000156769
4855.01 -0.000154755
4856.24 -0.000122495
4857.51 -0.000157748
4858.74 -0.000112868
4860.01 -6.56602e-05
4861.24 -0.00016586
4862.51 -0.000152815
4863.74 -0.000196549
4865.01 -0.000157434
4866.24 -0.000204439
4867.51 -0.000167208
4868.74 -0.000171994
4870.01 -7.67466e-05
4871.24 -0.000113995
4872.51 -0.000117876
4873.74 -0.000188789
4875.01 -0.000176502
4876.24 -0.000190157
4877.51 -8.6077e-05
4878.74 -0.000154884
4880.01 -0.000217372
4881.24 -0.000187459
4882.51 -0.000125673
4883.74 -0.000166506
4885.01 -0.000156436
4886.24 -0.000176816
4887.51 -0.000136999
4888.74 -0.000176354
4890.01 -8.86267e-05
4891.24 -0.000195219
4892.51 -0.000173435
4893.74 -0.000194295
4895.01 -0.000161979
4896.24 -0.000175079
4897.51 -8.42848e-05
4898.74 -0.000136869
4900.01 -0.000125303
4901.24 -0.000124638
4902.51 -9.21927e-05
4903.74 -0.000130661
4905.01 -0.00011091
4906.24 -0.000121367
4907.51 -5.13408e-05
4908.74 -0.000146127
4910.01 -0.000129349
4911.24 -0.000115529
4912.51 -5.73273e-05
