# Time(ns) B(a.u.) 
-892.5 0.000170288
-891.25 3.9161e-05
-890 0.000146915
-888.75 6.43815e-05
-887.5 0.000194862
-886.25 0.000139395
-885 0.00012831
-883.75 0.000170399
-882.5 0.000229856
-881.25 0.000120051
-880 0.000228378
-878.75 0.000141853
-877.5 0.000143109
-876.25 4.25792e-05
-875 0.00015292
-873.75 4.95079e-05
-872.5 1.50493e-05
-871.25 -7.63975e-06
-870 -6.27252e-06
-868.75 -4.34915e-05
-867.5 -7.19806e-08
-866.25 1.16594e-06
-865 7.72516e-05
-863.75 8.04113e-05
-862.5 0.00016204
-861.25 0.000133383
-860 0.000292982
-858.75 0.000309592
-857.5 0.000430742
-856.25 0.000465587
-855 0.00055204
-853.75 0.000532232
-852.5 0.000618703
-851.25 0.000522646
-850 0.000599615
-848.75 0.000402307
-847.5 0.000408071
-846.25 0.000332614
-845 0.000428913
-843.75 0.000229811
-842.5 0.000178114
-841.25 0.000114278
-840 7.01755e-05
-838.75 1.23626e-05
-837.5 0.00014009
-836.25 5.24934e-05
-835 8.84113e-05
-833.75 9.19773e-05
-832.5 0.000191344
-831.25 0.000115849
-830 0.000248676
-828.75 0.000289416
-827.5 0.00035449
-826.25 0.000294645
-825 0.000280455
-823.75 0.00027554
-822.5 0.000254717
-821.25 7.07296e-05
-820 3.75281e-05
-818.75 -0.000201833
-817.5 -0.000313042
-816.25 -0.000413036
-815 -0.000349034
-813.75 -0.000528402
-812.5 -0.000522418
-811.25 -0.000652249
-810 -0.000674604
-808.75 -0.000815523
-807.5 -0.000760999
-806.25 -0.000893641
-805 -0.000831818
-803.75 -0.000909257
-802.5 -0.000875331
-801.25 -0.000915205
-800 -0.000856949
-798.75 -0.000869641
-797.5 -0.0006543
-796.25 -0.000712668
-795 -0.000550869
-793.75 -0.000490932
-792.5 -0.000355537
-791.25 -0.000358882
-790 -0.000312506
-788.75 -0.000305153
-787.5 -0.00024431
-786.25 -0.000314501
-785 -0.000273447
-783.75 -0.000319361
-782.5 -0.000396167
-781.25 -0.000580469
-780 -0.000619378
-778.75 -0.000776337
-777.5 -0.000741803
-776.25 -0.000884385
-775 -0.000840855
-773.75 -0.000829472
-772.5 -0.000785888
-771.25 -0.000753146
-770 -0.000540947
-768.75 -0.000398606
-767.5 -0.00012972
-766.25 2.95833e-05
-765 0.000247844
-763.75 0.000521367
-762.5 0.000786911
-761.25 0.000975129
-760 0.00129349
-758.75 0.00137143
-757.5 0.00145439
-756.25 0.00140788
-755 0.00159715
-753.75 0.00150024
-752.5 0.00150192
-751.25 0.00135538
-750 0.00126785
-748.75 0.00111966
-747.5 0.00101196
-746.25 0.000836793
-745 0.00083269
-743.75 0.00075825
-742.5 0.00067093
-741.25 0.000593921
-740 0.000654099
-738.75 0.000628982
-737.5 0.000919335
-736.25 0.000986163
-735 0.00117542
-733.75 0.00131691
-732.5 0.00149127
-731.25 0.00156972
-730 0.00164407
-728.75 0.001594
-727.5 0.00154905
-726.25 0.0014116
-725 0.00129318
-723.75 0.000997748
-722.5 0.000748726
-721.25 0.000455321
-720 0.000231186
-718.75 2.24779e-05
-717.5 -0.000153176
-716.25 -0.000385719
-715 -0.000412952
-713.75 -0.000532143
-712.5 -0.000495356
-711.25 -0.000668848
-710 -0.000494986
-708.75 -0.000472224
-707.5 -0.000341727
-706.25 -0.000186729
-705 4.00159e-06
-703.75 0.000168817
-702.5 0.000613206
-701.25 0.000802178
-700 0.00112039
-698.75 0.00123903
-697.5 0.00148535
-696.25 0.00144399
-695 0.00154884
-693.75 0.00135979
-692.5 0.00111411
-691.25 0.000880332
-690 0.00056816
-688.75 0.000206172
-687.5 2.93367e-05
-686.25 -0.000239714
-685 -0.000394268
-683.75 -0.000566319
-682.5 -0.000740436
-681.25 -0.000944546
-680 -0.000962946
-678.75 -0.00113134
-677.5 -0.00119238
-676.25 -0.00124988
-675 -0.00131566
-673.75 -0.00137561
-672.5 -0.00122162
-671.25 -0.00139448
-670 -0.00136183
-668.75 -0.0014502
-667.5 -0.00148274
-666.25 -0.00160356
-665 -0.00162225
-663.75 -0.00188338
-662.5 -0.00190934
-661.25 -0.00207961
-660 -0.00223324
-658.75 -0.0023667
-657.5 -0.00238198
-656.25 -0.00254931
-655 -0.00258518
-653.75 -0.00271451
-652.5 -0.00287189
-651.25 -0.00307452
-650 -0.00304536
-648.75 -0.00318599
-647.5 -0.00313804
-646.25 -0.00312007
-645 -0.00285044
-643.75 -0.00246508
-642.5 -0.00190607
-641.25 -0.0014505
-640 -0.000760708
-638.75 -0.000186687
-637.5 0.000386242
-636.25 0.000743426
-635 0.00114351
-633.75 0.00125629
-632.5 0.00133745
-631.25 0.00119273
-630 0.000998042
-628.75 0.000597389
-627.5 0.00039912
-626.25 -9.2754e-05
-625 -0.000424365
-623.75 -0.00068937
-622.5 -0.00087273
-621.25 -0.000834129
-620 -0.000438259
-618.75 -6.67029e-05
-617.5 0.000462365
-616.25 0.000933413
-615 0.00152081
-613.75 0.00205162
-612.5 0.00277509
-611.25 0.00335121
-610 0.00396893
-608.75 0.00442132
-607.5 0.0048695
-606.25 0.00504983
-605 0.0051983
-603.75 0.00502914
-602.5 0.00470981
-601.25 0.00426237
-600 0.00370446
-598.75 0.0029192
-597.5 0.00226381
-596.25 0.00142418
-595 0.000837079
-593.75 0.000287634
-592.5 -9.88331e-05
-591.25 -0.000446964
-590 -0.000452135
-588.75 -0.000429853
-587.5 -0.000270643
-586.25 -0.000119674
-585 0.000257038
-583.75 0.000681835
-582.5 0.00114681
-581.25 0.00153174
-580 0.00189953
-578.75 0.00195036
-577.5 0.00186492
-576.25 0.00139417
-575 0.000818764
-573.75 -0.000164854
-572.5 -0.00120684
-571.25 -0.00244912
-570 -0.0035818
-568.75 -0.00466011
-567.5 -0.00540147
-566.25 -0.00594422
-565 -0.00613134
-563.75 -0.00613974
-562.5 -0.00566189
-561.25 -0.00503696
-560 -0.0040043
-558.75 -0.00305671
-557.5 -0.00212032
-556.25 -0.00132907
-555 -0.00072588
-553.75 -0.000463182
-552.5 -0.000384384
-551.25 -0.000721334
-550 -0.0012348
-548.75 -0.00202921
-547.5 -0.00265956
-546.25 -0.00340427
-545 -0.00381873
-543.75 -0.00420928
-542.5 -0.00426238
-541.25 -0.00411928
-540 -0.00371567
-538.75 -0.00315542
-537.5 -0.00233791
-536.25 -0.00150942
-535 -0.000302387
-533.75 0.00076886
-532.5 0.00210959
-531.25 0.0032069
-530 0.00444067
-528.75 0.00531146
-527.5 0.00594828
-526.25 0.00612517
-525 0.00616862
-523.75 0.00568732
-522.5 0.00509189
-521.25 0.00409206
-520 0.00303751
-518.75 0.00178644
-517.5 0.000689804
-516.25 -0.000272658
-515 -0.00101789
-513.75 -0.00161624
-512.5 -0.00178135
-511.25 -0.00171927
-510 -0.00133277
-508.75 -0.000713647
-507.5 0.00012275
-506.25 0.00109241
-505 0.00216472
-503.75 0.00308254
-502.5 0.00401538
-501.25 0.00468255
-500 0.00526096
-498.75 0.00541126
-497.5 0.00532523
-496.25 0.00469569
-495 0.00385911
-493.75 0.00271027
-492.5 0.00142972
-491.25 -7.36422e-05
-490 -0.00154331
-488.75 -0.00299147
-487.5 -0.00414285
-486.25 -0.0050055
-485 -0.00525957
-483.75 -0.00526324
-482.5 -0.00473301
-481.25 -0.00391239
-480 -0.00271501
-478.75 -0.00145658
-477.5 -3.44545e-05
-476.25 0.00123628
-475 0.00243967
-473.75 0.00337251
-472.5 0.00412565
-471.25 0.00443965
-470 0.00457507
-468.75 0.00437284
-467.5 0.00395412
-466.25 0.00331536
-465 0.00266201
-463.75 0.0019067
-462.5 0.00129332
-461.25 0.000593273
-460 0.000146981
-458.75 -0.00044444
-457.5 -0.00080528
-456.25 -0.00107856
-455 -0.00118897
-453.75 -0.00141068
-452.5 -0.00140249
-451.25 -0.00143119
-450 -0.00131392
-448.75 -0.0011767
-447.5 -0.00103463
-446.25 -0.00105389
-445 -0.000927951
-443.75 -0.000830178
-442.5 -0.000847121
-441.25 -0.000861087
-440 -0.000857986
-438.75 -0.000881319
-437.5 -0.000835997
-436.25 -0.000939075
-435 -0.00081909
-433.75 -0.000815027
-432.5 -0.000838325
-431.25 -0.000941592
-430 -0.0009592
-428.75 -0.00123719
-427.5 -0.00142613
-426.25 -0.00172782
-425 -0.00180943
-423.75 -0.00204822
-422.5 -0.00216879
-421.25 -0.0023904
-420 -0.00254188
-418.75 -0.00251319
-417.5 -0.00240111
-416.25 -0.00227061
-415 -0.00197529
-413.75 -0.00151542
-412.5 -0.000846665
-411.25 -0.000292566
-410 0.000391307
-408.75 0.000927576
-407.5 0.00136337
-406.25 0.00156413
-405 0.00178627
-403.75 0.0018569
-402.5 0.00191527
-401.25 0.00184563
-400 0.00177938
-398.75 0.0016018
-397.5 0.00152505
-396.25 0.00127051
-395 0.00116194
-393.75 0.000909949
-392.5 0.000806281
-391.25 0.000736293
-390 0.000693151
-388.75 0.000712718
-387.5 0.00102515
-386.25 0.00138412
-385 0.00196028
-383.75 0.002492
-382.5 0.00306487
-381.25 0.00352843
-380 0.00406391
-378.75 0.00443158
-377.5 0.00459191
-376.25 0.00437756
-375 0.00403128
-373.75 0.00341852
-372.5 0.0028028
-371.25 0.00183189
-370 0.000949985
-368.75 4.45481e-05
-367.5 -0.000711265
-366.25 -0.00143579
-365 -0.00176798
-363.75 -0.00206674
-362.5 -0.00211777
-361.25 -0.00215243
-360 -0.00195215
-358.75 -0.00182895
-357.5 -0.00145723
-356.25 -0.00128711
-355 -0.000946097
-353.75 -0.000956461
-352.5 -0.000885141
-351.25 -0.0011751
-350 -0.00155957
-348.75 -0.00215082
-347.5 -0.00291537
-346.25 -0.00379863
-345 -0.00458043
-343.75 -0.00535723
-342.5 -0.00598716
-341.25 -0.00647623
-340 -0.00665858
-338.75 -0.00664866
-337.5 -0.00625818
-336.25 -0.00569094
-335 -0.00478244
-333.75 -0.00386976
-332.5 -0.00269934
-331.25 -0.00160598
-330 -0.000390668
-328.75 0.000504442
-327.5 0.00148956
-326.25 0.00217264
-325 0.00273915
-323.75 0.00302943
-322.5 0.00309111
-321.25 0.00287015
-320 0.00263767
-318.75 0.00209569
-317.5 0.00158333
-316.25 0.000953019
-315 0.000522494
-313.75 0.000195355
-312.5 -1.03945e-05
-311.25 -0.000145011
-310 3.78095e-05
-308.75 0.000256862
-307.5 0.000642215
-306.25 0.00110314
-305 0.00173206
-303.75 0.00214962
-302.5 0.00262501
-301.25 0.00295961
-300 0.00323428
-298.75 0.00320529
-297.5 0.00323766
-296.25 0.00288611
-295 0.00245135
-293.75 0.00167048
-292.5 0.000933641
-291.25 8.98195e-05
-290 -0.000736927
-288.75 -0.0016116
-287.5 -0.00232182
-286.25 -0.00298618
-285 -0.00343874
-283.75 -0.00361993
-282.5 -0.0035439
-281.25 -0.00351862
-280 -0.00313294
-278.75 -0.00277534
-277.5 -0.00221255
-276.25 -0.00168636
-275 -0.000950159
-273.75 -0.0003847
-272.5 0.000132462
-271.25 0.00043643
-270 0.00072571
-268.75 0.000858388
-267.5 0.00102587
-266.25 0.00108006
-265 0.00117196
-263.75 0.00109963
-262.5 0.00117861
-261.25 0.0012222
-260 0.00142503
-258.75 0.00150882
-257.5 0.00175397
-256.25 0.00192379
-255 0.0022192
-253.75 0.00245161
-252.5 0.00285794
-251.25 0.0030628
-250 0.00353313
-248.75 0.0037483
-247.5 0.00405107
-246.25 0.00422692
-245 0.00444514
-243.75 0.00447004
-242.5 0.00448394
-241.25 0.00435112
-240 0.00418753
-238.75 0.00386379
-237.5 0.00356574
-236.25 0.00322195
-235 0.0029808
-233.75 0.00264768
-232.5 0.00230961
-231.25 0.00184735
-230 0.00157143
-228.75 0.0011334
-227.5 0.00083071
-226.25 0.000433991
-225 -2.69305e-05
-223.75 -0.000422096
-222.5 -0.00090519
-221.25 -0.00144894
-220 -0.00194514
-218.75 -0.00243543
-217.5 -0.0027121
-216.25 -0.0029749
-215 -0.00299967
-213.75 -0.00299177
-212.5 -0.00270513
-211.25 -0.00243874
-210 -0.00238845
-208.75 -0.00269757
-207.5 -0.002784
-206.25 -0.00290847
-205 -0.0026112
-203.75 -0.00253772
-202.5 -0.00270129
-201.25 -0.00306419
-200 -0.00331776
-198.75 -0.00346302
-197.5 -0.00338063
-196.25 -0.00334292
-195 -0.00307317
-193.75 -0.00303378
-192.5 -0.00318488
-191.25 -0.00304093
-190 -0.00195619
-188.75 -0.000874513
-187.5 0.000303314
-186.25 0.00083631
-185 0.00127829
-183.75 0.00193702
-182.5 0.00268125
-181.25 0.0033811
-180 0.00410061
-178.75 0.00468854
-177.5 0.00552732
-176.25 0.00563454
-175 0.00619043
-173.75 0.00619802
-172.5 0.00624374
-171.25 0.00609738
-170 0.0055246
-168.75 0.00544764
-167.5 0.00656227
-166.25 0.00762929
-165 0.0079475
-163.75 0.00760793
-162.5 0.007052
-161.25 0.00732785
-160 0.00776065
-158.75 0.00818236
-157.5 0.00741656
-156.25 0.00591977
-155 0.00468957
-153.75 0.00265337
-152.5 0.00247443
-151.25 0.00220554
-150 0.000684825
-148.75 -0.00116769
-147.5 -0.00410474
-146.25 -0.00629791
-145 -0.00610381
-143.75 -0.00443571
-142.5 -0.00254487
-141.25 -0.00085029
-140 -0.000163336
-138.75 0.00111477
-137.5 0.00399102
-136.25 0.00866821
-135 0.0144353
-133.75 0.0203748
-132.5 0.0257473
-131.25 0.0313747
-130 0.0376272
-128.75 0.045301
-127.5 0.0531687
-126.25 0.0600509
-125 0.0661876
-123.75 0.0717057
-122.5 0.0769405
-121.25 0.0838826
-120 0.0907648
-118.75 0.0982297
-117.5 0.106273
-116.25 0.112745
-115 0.120959
-113.75 0.129209
-112.5 0.139632
-111.25 0.149829
-110 0.161601
-108.75 0.173343
-107.5 0.185234
-106.25 0.199263
-105 0.213078
-103.75 0.227639
-102.5 0.244479
-101.25 0.259863
-100 0.27573
-98.75 0.291141
-97.5 0.305607
-96.25 0.319986
-95 0.333944
-93.75 0.345946
-92.5 0.357431
-91.25 0.368638
-90 0.379761
-88.75 0.392568
-87.5 0.40509
-86.25 0.41817
-85 0.43153
-83.75 0.444016
-82.5 0.457699
-81.25 0.471495
-80 0.486512
-78.75 0.502985
-77.5 0.519289
-76.25 0.536174
-75 0.553278
-73.75 0.571923
-72.5 0.590886
-71.25 0.609948
-70 0.627704
-68.75 0.644392
-67.5 0.661715
-66.25 0.677522
-65 0.691788
-63.75 0.704052
-62.5 0.71506
-61.25 0.724396
-60 0.733348
-58.75 0.740239
-57.5 0.745611
-56.25 0.750366
-55 0.75442
-53.75 0.757696
-52.5 0.762532
-51.25 0.767502
-50 0.773374
-48.75 0.779935
-47.5 0.78414
-46.25 0.788833
-45 0.794648
-43.75 0.801776
-42.5 0.810625
-41.25 0.818281
-40 0.826352
-38.75 0.833123
-37.5 0.840471
-36.25 0.8486
-35 0.856059
-33.75 0.863286
-32.5 0.869431
-31.25 0.875049
-30 0.879965
-28.75 0.886624
-27.5 0.893744
-26.25 0.901503
-25 0.90965
-23.75 0.9147
-22.5 0.920318
-21.25 0.925516
-20 0.931674
-18.75 0.938459
-17.5 0.944264
-16.25 0.949878
-15 0.954834
-13.75 0.958968
-12.5 0.963674
-11.25 0.969091
-10 0.975357
-8.75 0.981623
-7.5 0.985761
-6.25 0.988965
-5 0.992751
-3.75 0.996612
-2.5 0.998565
-1.25 0.999607
0 1
1.25 0.998025
2.5 0.99604
3.75 0.990601
5 0.985846
6.25 0.981064
7.5 0.975187
8.75 0.969211
10 0.962101
11.25 0.954266
12.5 0.94716
13.75 0.940568
15 0.93398
16.25 0.927259
17.5 0.920251
18.75 0.913207
20 0.907397
21.25 0.901123
22.5 0.894459
23.75 0.888707
25 0.882754
26.25 0.875626
27.5 0.869472
28.75 0.862799
30 0.854535
31.25 0.846696
32.5 0.837633
33.75 0.828292
35 0.819318
36.25 0.808565
37.5 0.797629
38.75 0.785553
40 0.773374
41.25 0.762617
42.5 0.75093
43.75 0.739421
45 0.7271
46.25 0.712646
47.5 0.698787
48.75 0.685496
50 0.671636
51.25 0.658233
52.5 0.644477
53.75 0.629214
55 0.615749
56.25 0.603968
57.5 0.592857
58.75 0.582869
60 0.57183
61.25 0.559074
62.5 0.546458
63.75 0.534976
65 0.524693
66.25 0.514753
67.5 0.505117
68.75 0.494548
70 0.482561
71.25 0.47049
72.5 0.458937
73.75 0.447607
75 0.437798
76.25 0.426055
77.5 0.412475
78.75 0.397592
80 0.382636
81.25 0.368806
82.5 0.354437
83.75 0.340705
85 0.325458
86.25 0.31037
87.5 0.298106
88.75 0.287525
90 0.280677
91.25 0.274405
92.5 0.267385
93.75 0.259511
95 0.252889
96.25 0.248028
97.5 0.244818
98.75 0.241567
100 0.236063
101.25 0.228089
102.5 0.218527
103.75 0.208101
105 0.198249
106.25 0.187968
107.5 0.17605
108.75 0.162564
110 0.147318
111.25 0.133418
112.5 0.121653
113.75 0.112912
115 0.106349
116.25 0.0998373
117.5 0.0947889
118.75 0.0924564
120 0.0937641
121.25 0.0993091
122.5 0.105349
123.75 0.110402
125 0.114231
126.25 0.117083
127.5 0.120388
128.75 0.123535
130 0.126682
131.25 0.127008
132.5 0.125253
133.75 0.121558
135 0.117742
136.25 0.115706
137.5 0.114145
138.75 0.111361
140 0.10695
141.25 0.101281
142.5 0.0974288
143.75 0.0970968
145 0.0998972
146.25 0.102678
147.5 0.104137
148.75 0.104527
150 0.104805
151.25 0.106794
152.5 0.109873
153.75 0.112262
155 0.113013
156.25 0.110611
157.5 0.10728
158.75 0.104633
160 0.102912
161.25 0.100869
162.5 0.0963013
163.75 0.0886133
165 0.0798035
166.25 0.0708204
167.5 0.0641554
168.75 0.0587096
170 0.0532804
171.25 0.0472447
172.5 0.0401895
173.75 0.0347325
175 0.0313992
176.25 0.0295046
177.5 0.0278119
178.75 0.0251524
180 0.0221711
181.25 0.0193696
182.5 0.0185622
183.75 0.0183978
185 0.017703
186.25 0.0152867
187.5 0.0110505
188.75 0.00663739
190 0.00351585
191.25 0.00137677
192.5 -0.000604303
193.75 -0.00273681
195 -0.00512929
196.25 -0.00742156
197.5 -0.00818361
198.75 -0.00772324
200 -0.00648446
201.25 -0.0059359
202.5 -0.00634752
203.75 -0.00739792
205 -0.00792842
206.25 -0.00702318
207.5 -0.0054164
208.75 -0.00558364
210 -0.00833722
211.25 -0.0136914
212.5 -0.0204558
213.75 -0.0263908
215 -0.0298366
216.25 -0.0326486
217.5 -0.0345403
218.75 -0.037113
220 -0.0403181
221.25 -0.0418352
222.5 -0.0405563
223.75 -0.0377372
225 -0.0348124
226.25 -0.0339727
227.5 -0.0348615
228.75 -0.0361074
230 -0.037087
231.25 -0.0384931
232.5 -0.0402593
233.75 -0.0428743
235 -0.047301
236.25 -0.0528804
237.5 -0.056909
238.75 -0.0582448
240 -0.0577993
241.25 -0.0590211
242.5 -0.0619561
243.75 -0.0656522
245 -0.0684763
246.25 -0.0674845
247.5 -0.0645652
248.75 -0.0611534
250 -0.05765
251.25 -0.0559615
252.5 -0.0544339
253.75 -0.0536496
255 -0.0525814
256.25 -0.050232
257.5 -0.0483272
258.75 -0.0482941
260 -0.0495705
261.25 -0.0501247
262.5 -0.0488934
263.75 -0.0461815
265 -0.044244
266.25 -0.0432134
267.5 -0.0413165
268.75 -0.039605
270 -0.0386787
271.25 -0.0372435
272.5 -0.0331058
273.75 -0.0277093
275 -0.0228307
276.25 -0.0193331
277.5 -0.0164579
278.75 -0.0139107
280 -0.00992273
281.25 -0.00625469
282.5 -0.00494387
283.75 -0.00505309
285 -0.00569197
286.25 -0.00496822
287.5 -0.00246802
288.75 -0.000104826
290 0.00103881
291.25 0.000228515
292.5 -0.00139853
293.75 -0.0038649
295 -0.00526158
296.25 -0.00396482
297.5 -0.000753124
298.75 0.00227562
300 0.00498677
301.25 0.00700423
302.5 0.0104921
303.75 0.0162923
305 0.0226031
306.25 0.0266246
307.5 0.0296538
308.75 0.0316208
310 0.0318398
311.25 0.032869
312.5 0.0351733
313.75 0.0362125
315 0.0398989
316.25 0.0445066
317.5 0.0467254
318.75 0.0497694
320 0.0569363
321.25 0.0689813
322.5 0.0836605
323.75 0.0966691
325 0.106071
326.25 0.11495
327.5 0.124853
328.75 0.1327
330 0.138074
331.25 0.144537
332.5 0.150963
333.75 0.153361
335 0.152752
336.25 0.153729
337.5 0.157822
338.75 0.161711
340 0.165299
341.25 0.166516
342.5 0.167665
343.75 0.169322
345 0.170074
346.25 0.174065
347.5 0.180162
348.75 0.1838
350 0.186519
351.25 0.190754
352.5 0.196536
353.75 0.200709
355 0.202943
356.25 0.204695
357.5 0.206103
358.75 0.20381
360 0.19707
361.25 0.189251
362.5 0.182739
363.75 0.176091
365 0.166798
366.25 0.157885
367.5 0.153239
368.75 0.150087
370 0.146553
371.25 0.142404
372.5 0.140095
373.75 0.140236
375 0.141172
376.25 0.142447
377.5 0.143517
378.75 0.145798
380 0.14872
381.25 0.149556
382.5 0.150769
383.75 0.151726
385 0.151694
386.25 0.149739
387.5 0.145171
388.75 0.138355
390 0.130874
391.25 0.123255
392.5 0.114884
393.75 0.10383
395 0.093281
396.25 0.0858071
397.5 0.0804404
398.75 0.0764538
400 0.0731444
401.25 0.0706394
402.5 0.0699703
403.75 0.0706202
405 0.0688915
406.25 0.0662166
407.5 0.0647994
408.75 0.0610533
410 0.0543517
411.25 0.0435466
412.5 0.0315461
413.75 0.0224564
415 0.0140415
416.25 0.00583445
417.5 -0.00246623
418.75 -0.0133464
420 -0.0242169
421.25 -0.0342988
422.5 -0.0452702
423.75 -0.0558748
425 -0.0644289
426.25 -0.0713334
427.5 -0.0780422
428.75 -0.08686
430 -0.0946061
431.25 -0.100846
432.5 -0.108086
433.75 -0.116815
435 -0.127848
436.25 -0.139061
437.5 -0.14799
438.75 -0.155984
440 -0.166327
441.25 -0.179096
442.5 -0.191041
443.75 -0.199818
445 -0.206887
446.25 -0.213411
447.5 -0.217576
448.75 -0.221517
450 -0.227662
451.25 -0.235045
452.5 -0.238864
453.75 -0.239201
455 -0.239751
456.25 -0.242562
457.5 -0.246616
458.75 -0.24965
460 -0.250581
461.25 -0.251029
462.5 -0.251624
463.75 -0.252353
465 -0.253365
466.25 -0.255509
467.5 -0.257466
468.75 -0.257667
470 -0.256696
471.25 -0.255912
472.5 -0.254555
473.75 -0.251915
475 -0.24733
476.25 -0.24219
477.5 -0.238216
478.75 -0.234006
480 -0.228558
481.25 -0.225137
482.5 -0.22394
483.75 -0.22237
485 -0.219235
486.25 -0.216438
487.5 -0.214967
488.75 -0.216257
490 -0.218663
491.25 -0.221062
492.5 -0.222564
493.75 -0.222768
495 -0.223421
496.25 -0.224912
497.5 -0.228977
498.75 -0.234966
500 -0.238138
501.25 -0.239076
502.5 -0.239908
503.75 -0.24119
505 -0.243524
506.25 -0.246178
507.5 -0.247023
508.75 -0.246228
510 -0.243777
511.25 -0.242422
512.5 -0.243982
513.75 -0.24555
515 -0.245231
516.25 -0.243233
517.5 -0.240728
518.75 -0.237736
520 -0.234115
521.25 -0.232279
522.5 -0.229988
523.75 -0.225797
525 -0.219785
526.25 -0.213561
527.5 -0.207898
528.75 -0.202818
530 -0.197655
531.25 -0.191944
532.5 -0.185408
533.75 -0.179819
535 -0.176601
536.25 -0.173891
537.5 -0.16918
538.75 -0.163779
540 -0.158217
541.25 -0.152656
542.5 -0.14775
543.75 -0.144875
545 -0.142124
546.25 -0.137067
547.5 -0.129753
548.75 -0.121193
550 -0.113291
551.25 -0.10804
552.5 -0.10493
553.75 -0.102007
555 -0.0975826
556.25 -0.0922258
557.5 -0.0892752
558.75 -0.0896229
560 -0.0911125
561.25 -0.0930562
562.5 -0.0947692
563.75 -0.0946392
565 -0.0933954
566.25 -0.093908
567.5 -0.0970445
568.75 -0.101078
570 -0.103915
571.25 -0.105363
572.5 -0.104903
573.75 -0.104466
575 -0.105523
576.25 -0.1086
577.5 -0.11271
578.75 -0.113784
580 -0.110649
581.25 -0.108689
582.5 -0.110868
583.75 -0.114773
585 -0.118161
586.25 -0.120564
587.5 -0.121198
588.75 -0.121228
590 -0.122454
591.25 -0.126523
592.5 -0.132538
593.75 -0.136287
595 -0.135285
596.25 -0.131878
597.5 -0.128492
598.75 -0.127363
600 -0.12726
601.25 -0.12687
602.5 -0.124692
603.75 -0.120464
605 -0.115255
606.25 -0.111892
607.5 -0.111433
608.75 -0.110675
610 -0.105335
611.25 -0.0966709
612.5 -0.0890522
613.75 -0.0849709
615 -0.0833575
616.25 -0.0830022
617.5 -0.0819711
618.75 -0.0788306
620 -0.0736512
621.25 -0.0678349
622.5 -0.0632647
623.75 -0.0608102
625 -0.0569532
626.25 -0.0498101
627.5 -0.0418532
628.75 -0.0361023
630 -0.0340754
631.25 -0.0357695
632.5 -0.0378998
633.75 -0.0393716
635 -0.0409152
636.25 -0.0432775
637.5 -0.0465886
638.75 -0.0511182
640 -0.0557005
641.25 -0.0578743
642.5 -0.0566306
643.75 -0.0546972
645 -0.0538485
646.25 -0.0556281
647.5 -0.0585063
648.75 -0.0600567
650 -0.0592804
651.25 -0.0575047
652.5 -0.0559611
653.75 -0.0559468
655 -0.0574203
656.25 -0.0577814
657.5 -0.0558918
658.75 -0.0537202
660 -0.0517752
661.25 -0.0510664
662.5 -0.050884
663.75 -0.0503593
665 -0.0480264
666.25 -0.0448568
667.5 -0.0424419
668.75 -0.0405172
670 -0.0377977
671.25 -0.0338649
672.5 -0.0282021
673.75 -0.020959
675 -0.0126099
676.25 -0.00516317
677.5 0.00119687
678.75 0.00761553
680 0.0154192
681.25 0.0240189
682.5 0.0307784
683.75 0.0336838
685 0.033508
686.25 0.0329985
687.5 0.0349899
688.75 0.0395067
690 0.0452054
691.25 0.0505926
692.5 0.0536902
693.75 0.0543133
695 0.0564706
696.25 0.0617165
697.5 0.0685545
698.75 0.0737522
700 0.0761687
701.25 0.0773754
702.5 0.0808748
703.75 0.0866906
705 0.0926906
706.25 0.096569
707.5 0.0969332
708.75 0.0941676
710 0.0920765
711.25 0.0921181
712.5 0.094089
713.75 0.0963509
715 0.0961658
716.25 0.0924229
717.5 0.0875322
718.75 0.0841539
720 0.0830915
721.25 0.0828498
722.5 0.0819693
723.75 0.0806724
725 0.0808185
726.25 0.0832502
727.5 0.0884752
728.75 0.0945462
730 0.0998458
731.25 0.103337
732.5 0.105074
733.75 0.105589
735 0.106091
736.25 0.106562
737.5 0.107267
738.75 0.107334
740 0.105917
741.25 0.103423
742.5 0.100149
743.75 0.0968036
745 0.0957082
746.25 0.0948255
747.5 0.0931992
748.75 0.0923898
750 0.0934021
751.25 0.095348
752.5 0.096956
753.75 0.0969234
755 0.0956076
756.25 0.0936894
757.5 0.0912662
758.75 0.0899554
760 0.0905292
761.25 0.0908689
762.5 0.0898276
763.75 0.0867139
765 0.0829722
766.25 0.080793
767.5 0.0807322
768.75 0.0801204
770 0.0770885
771.25 0.0717813
772.5 0.0668982
773.75 0.0636995
775 0.0618421
776.25 0.0593344
777.5 0.0538802
778.75 0.0465779
780 0.0398924
781.25 0.033217
782.5 0.0283512
783.75 0.0244513
785 0.0187247
786.25 0.0103344
787.5 0.00166594
788.75 -0.00558618
790 -0.0103131
791.25 -0.013819
792.5 -0.0190459
793.75 -0.026199
795 -0.0327602
796.25 -0.036009
797.5 -0.036473
798.75 -0.0371779
800 -0.0391997
801.25 -0.0426923
802.5 -0.0473967
803.75 -0.0529971
805 -0.0566006
806.25 -0.0571986
807.5 -0.0563356
808.75 -0.0575164
810 -0.0621952
811.25 -0.0682014
812.5 -0.0737433
813.75 -0.0764605
815 -0.0761553
816.25 -0.0776136
817.5 -0.0813472
818.75 -0.0851604
820 -0.0874254
821.25 -0.08726
822.5 -0.0851411
